ens member,ϕ0,ϕ1,ϕ2,ϕ3,ϕ4,var
21,-0.6424699767041822,0.5160727874388105,0.014828842086718683,0.1624818650763015,0.11201909355938132,0.507348923631978
22,0.04404859711745409,0.44488491296419236,0.12112260346005378,0.11195766887202956,0.011938663324764258,0.6491409258004461
23,0.084486841731268,0.23676268329711136,0.30578872287513353,0.17123869778249995,0.022789815526747054,0.643543592851536
24,0.000905829521508116,0.20247078537693197,0.2934970760010748,0.07906850251767618,-0.002908414491091388,0.8025784408793909
25,-0.1030252086760155,0.4776614964326475,0.2585325990250815,0.01295938375521404,0.04796114446338514,0.48444503944955
26,0.025925604677559312,0.33205155931087105,0.23736271717366145,0.07579641558597455,0.07634260154671398,0.6536376680691686
27,-0.05697436298504977,0.20665759153283556,0.3221486713191099,0.0722948489130322,0.0806678892711426,0.7142254374011049
28,-0.010452906565502745,0.46497112517769945,0.1935614097185706,0.004076911692636823,0.05675479846226694,0.5993450806415982
29,-0.054107123457725226,0.3365033369950606,0.18075271240405083,0.0911973244884769,0.048886163700077236,0.7257061132553335
30,-0.030782469918910066,0.23735268245221522,0.33915551945638805,0.1080304707066693,-0.032825960556883395,0.711752286122571
31,0.06128607849238588,0.3605553210463664,0.2130779284635064,0.0398694989080205,0.11637632484158979,0.6437755442867736
32,-0.0768419397439869,0.511046422971821,0.0758686847593227,0.10856420735258354,-0.048183075266583254,0.6460953613529814
33,-0.14910089902460988,0.6823251851131542,0.14016959418456734,0.09997451865255412,0.012006180274250352,0.22406711162709714
34,0.06443774044793771,0.26706931381173915,0.29843349109406775,0.011522272208582573,0.17953236525771546,0.6287028825560648
35,0.08873820179850062,0.29697189610916525,0.166984476601107,0.07781529118827521,0.07406661734903569,0.7830830542487788
36,0.0895795262637863,0.3206804034928715,0.2742697156704324,0.03617225540889442,0.09850946098671459,0.6442703673405916
37,0.04252192700554471,0.2608887139958596,0.2929580339042982,0.06480405770369473,0.04948213968469671,0.7239795261000379
38,0.03382880815157112,0.32062473267163977,0.2856091388291902,0.043877003692460295,0.042583142194514055,0.672533344813436
39,-0.05218157529947896,0.2930923409527929,0.19290503243690627,0.017816548081106394,0.1262473405274955,0.7724251501065328
40,0.05990487781481509,0.2939649639581918,0.2676792479029176,0.1141758567033365,0.0631650751990096,0.6387087473361327
41,-0.15121081180630275,0.2856948082970948,0.2872622246907523,0.04019824018353296,0.08204983129529103,0.6880455421657946
42,0.06102325713606599,0.30648049271541455,0.2545413307853129,0.11169614728087951,-0.004883102943527682,0.6961020537990098
43,0.07940408513545706,0.3834450725638287,0.1347610264726199,0.07950601860065085,0.10887463896889091,0.6736844328924895
44,0.07946244630819917,0.4192383193052959,0.2720224899670189,0.06448332476839906,0.05703789196607161,0.4744084466499974
45,-0.13298624407815401,0.2998579745880088,0.34529045041530676,0.04736972624732136,0.05342374734587189,0.6095973161171666
46,-0.05311409491075434,0.35033117975237255,0.269132179484153,0.11702806352927954,0.04247943128793834,0.5634005234407925
47,-0.013136599341685044,0.16681104989655135,0.30669262157658955,0.042996519056940276,0.15119290404007554,0.7493285981884661
48,0.022563564926729736,0.2964407900806101,0.32480195087193847,0.037400290000310976,0.09501164241670418,0.6094405689144389
49,-0.021375022939330232,0.4739486483471235,0.37305628080560066,-0.1523566604157289,0.106100788611217,0.4532367059608349
50,0.12132526407240998,0.5249375852147214,0.16742648278584926,0.03574350291541228,0.07606922133150393,0.47507909520721775
51,0.0016461592076546436,0.330058942078569,0.3140838660728047,0.10587837047544396,0.00014658988586633014,0.582496628583753
52,-0.11713731363596269,0.3068461118668976,0.2872627687952933,0.1140830727826352,0.02704413204197079,0.6294134649852992
53,-0.09591124001926825,0.4668383138608739,0.25859373727296087,0.07409334518410012,0.008770772908726543,0.464117454797839
54,0.04365448031527167,0.4599493298980349,0.22199791616188955,0.06948778211966057,0.03605347553640503,0.5096832479340184
55,0.09790999909261763,0.2482332300043267,0.1969015442207019,0.1309576064474314,0.06889482103109429,0.7680871861031224
56,0.0844660246894223,0.17775696258934745,0.27327549947324214,0.1237883924596568,0.1250317887308251,0.7251309830584599
57,-0.0503858189463185,0.5499803109981989,0.14836186897555617,0.017999617926999594,0.16730661044211667,0.32253314149374657
58,0.0021128821011133945,0.28104046318081133,0.2586421126571036,0.017556241163284334,0.11175254533223744,0.7262725711755589
59,0.07766293957688136,0.3013386905603727,0.20785663202222007,0.0883735635103521,0.07725911996263453,0.7085246999852484
60,0.07968010123527741,0.24708595353596838,0.19528026155308922,0.0498082566596721,0.1185393805761028,0.7999469062871734
61,-0.04739704675971615,0.5789305537557218,0.1769132929854132,-0.003368767596373779,0.06193361399785635,0.4288640101676632
62,-0.10919867999622847,0.35010039600625226,0.31004110532410123,-0.019840658707382972,0.12084609268488139,0.5883952771734114
63,-0.022960336883717104,0.31036905652222435,0.17290322657005766,0.1635389272671504,0.01453547833352682,0.7168368019711582
64,0.07968010123527741,0.24708595353596838,0.19528026155308922,0.0498082566596721,0.1185393805761028,0.7999469062871734
65,0.04341163443722221,0.51610999880506,0.200485444019297,-0.008882254562152705,0.05408142463407747,0.5103433885421278
66,0.07993518788536676,0.4630719154972829,0.18347855327123685,0.04713408626880768,0.06565187009576438,0.5566471680432042
67,-0.04054379828833309,0.61165360727948,0.08818217071843763,0.03934070026006304,0.06382862274912454,0.44955612901827674
68,0.013845202829046459,0.38859671986950595,0.557201747034472,-0.19865534383595584,0.18719157190773397,0.19950927414391584
69,-0.06065082286849033,0.31858807128915273,0.2268183369196841,0.2279042853070491,0.10005886150128089,0.40902309006170584
70,-0.11690798105092402,0.4762632010959685,0.13941874514569974,0.062480041658287494,0.07366398548111289,0.5755850520319372
71,0.07198704656237179,0.4788770010548041,0.13225033489097543,0.06838202124903292,0.0887777353203904,0.5571469479892909
72,-0.13212763020539775,0.40004827684498223,0.2689927505205029,0.1027959273597042,0.0013989331379357477,0.5424990026069254
73,0.07118371148533109,0.6224711970356676,0.05875501858825853,0.053668911346219,0.12363439418264986,0.365626214049038
74,0.04162328261003661,0.49262181017855144,0.18247723667422375,0.09538848119089519,0.05645188227983891,0.43890055203989536
75,-0.07937235203811552,0.36916670049952754,0.2231554121771771,0.061296977475275786,0.05121889951072085,0.6557610626528014
76,0.03084282371064287,0.27663368476051914,0.18579696945772575,0.028308894449508532,0.07104584102646078,0.818825891246306
77,0.11265857951562316,0.4185852446225378,0.21628243136904887,-0.05359156764435901,0.07370589658524371,0.6799500511559928
78,0.0834823476063741,0.29396658648144475,0.2299631994242927,0.19090885527041102,-0.039665961597738456,0.6973532887717708
79,-0.036602505685525435,0.3103547841750847,0.26656646548677176,0.06829281793455218,0.09261739864538623,0.6325944688341881
80,0.0649600239209899,0.4687628365248803,0.10665900396333927,0.10310220101345412,0.09805270603681542,0.5550279770848389
81,0.03172244958101752,0.312876203357175,0.3058363591312498,0.07424320871681943,-0.030935726385780987,0.6812275069503351
82,-0.05583384458780227,0.41552581198417826,0.14005916855142259,0.057124192664604424,0.073423945315662,0.6748287577099888
83,0.07683208580809124,0.2546013225174909,0.20648721883693708,0.06808248522847887,0.14092314853034638,0.7514009398637043
84,0.08005841339992657,0.4546086858208712,0.21564441728758668,0.0045868970974914025,0.08170728562504646,0.5623529488125096
85,0.06856195959458974,0.31346814168468873,0.2172877180404748,0.10900748675398238,0.060075104581399384,0.688815217975359
86,-0.040783447687606056,0.3203205205825156,0.33540754057221783,0.04786398434577382,0.11910477993229075,0.494986761294691
87,-0.007983460301447323,0.21235653052479606,0.17882700693494388,0.1315890464118633,0.11979677067310579,0.7879354918638076
88,-0.04520050284051935,0.379629130086208,0.24210919163580075,0.0898926452737845,0.08238578737589741,0.5360573136230452
89,-0.1392638095274893,0.46940489864829604,0.1756186125768256,-0.01497998782345607,0.08528513348563216,0.6146427471431
90,-0.0743393945474815,0.6802334092549888,0.15257874985551245,0.036053274823646515,0.01755564356168326,0.26564178499782687
91,0.03162562219562046,0.29508512651661445,0.25714378125428994,0.0878721957328258,0.09225532189411291,0.6516300697333332
92,0.053532697634363274,0.24928365373994496,0.37300189704207787,0.04219982165718495,0.0879880252639256,0.6121999587325044
93,0.07330622664901164,0.6071803431628351,0.1346191840422456,-0.02072584401515935,0.0503546914869248,0.46831810302252946
94,0.04789826009594481,0.259728146246366,0.2624831825346469,0.18115445503518424,0.028883537541580122,0.6594127450333637
95,0.07656292309355954,0.5199041864941815,0.10344583177124961,0.04063087952360186,0.12223046142314586,0.5188036280694477
96,0.09094139385418466,0.6000341881958663,0.19122483075820354,-0.017908600764036362,0.0074342061955106195,0.4478716669832222
97,0.06384089752949314,0.5392659914407675,0.1730599855053819,0.07647226057635509,-0.013167487996382099,0.4882859762946855
98,0.06837952291052402,0.3099781065120621,0.20203201273480395,0.10347362751243541,0.03721835194871877,0.7311847034193939
99,0.0500758004875001,0.4232670334925633,0.19196007076180052,0.08322509728089293,0.0508686818837947,0.586813365375667
100,-0.028219848286900717,0.23275666157883057,0.2843305438867578,0.12549436372671655,0.0628478014069701,0.6933416788516185
101,-0.008700781010716916,0.19683070278118178,0.22905119580473277,0.0879417448044248,0.10569916657618618,0.8018514142673333
102,-0.0717916236152206,0.4100879481473068,0.21050978408289456,0.048987534167589775,0.0007311301664480443,0.663272495794395
103,0.07442373221874393,0.427642751632468,0.1856216076617131,0.09415760154644884,0.05981761405135723,0.5603332678684846
104,0.08230523575044396,0.29806970298846464,0.22419304028031925,0.19737179450660758,0.011187295520912612,0.653694062551524
105,-0.08633651262878664,0.5049536969615369,0.12814615811313843,-0.033135111333646265,0.11124062708926483,0.6135446849112692
106,-0.00575574347193643,0.33074880576229976,0.2174434823046497,0.08499487361055334,0.10272722350729055,0.6433600668557343
107,0.025919614926364184,0.3038991374564607,0.40450326412904686,0.09031878565068342,0.14953719731584786,0.19727361035777138
108,0.08972097243332976,0.4046627283662706,0.13080528388828858,0.20045873764771874,0.047510537140830277,0.5592813531757441
109,0.08424531877270504,0.4198739233101921,0.14981201076234896,-0.020492780896402333,0.11532885045531538,0.6936389999604073
110,-0.09963502930155652,0.4051894807655866,0.2160326986275052,0.006198160866536369,0.007804594965327892,0.6928065529592906
111,0.06520738468248787,0.27962903414333906,0.2448931502702862,0.015390109271379635,0.11201355926631708,0.7473588529479994
112,0.08122661068577965,0.36755779300018043,0.23803468238018477,0.07751724014921588,0.04156747864370288,0.6314237687030414
113,-0.038977864339804415,0.34447842783466104,0.25948955928313605,0.06966069038154381,0.17351942347088212,0.4578962996628804
114,-0.003618803238595634,0.30366767659493,0.43909376149172713,0.09970207408174504,0.12675257308929316,0.1273241056826249
115,-0.1279487305260221,0.4198809668411247,0.2650487197784474,0.08239479617868563,0.104458759004595,0.39034374731653587
116,0.07704598073761088,0.21083467243028037,0.31444754836409655,0.05608894341886111,0.07151827274068073,0.7426215746059077
117,0.004351782429553844,0.27469685598639254,0.16446984193567285,0.12652426971975683,0.08187576988659062,0.7643566119205563
118,0.07692215850425468,0.2877328653310155,0.24156794937733425,0.07950331491811963,0.1558018983718037,0.6206988661996229
119,-0.04996606048263001,0.17371960059725122,0.3526840752888402,0.09408612100028768,0.08647365569256878,0.6954010133899582
120,-0.026602492461465732,0.2036722285704487,0.3298334444927214,0.033479508163417264,0.04922918223750293,0.76890579526019
121,0.06148760260740682,0.32034052872028923,0.28555733422698903,0.03826893943570633,-0.004559638865547473,0.7143497171159388
122,0.044741895492602775,0.25313441679530624,0.3423726444925758,0.07399906803633687,0.14732012929015992,0.5450380715683917
123,0.005984339416830905,0.23657851417630266,0.2717720944745719,0.06216081504663398,0.04410577320005484,0.7760571291164726
124,-0.1117895541773517,0.4613937751441331,0.16471884509160553,-0.006680289965970615,0.04048720918984083,0.6616456129014299
125,-0.1916621392585361,0.27138992804922485,0.211427620493927,0.08567861753393917,0.11923338776788459,0.7245789221661364
126,-0.06498188388574776,0.2333177727528161,0.36152570060854083,0.054495887236333786,0.13213009554488417,0.5860766613288606
127,0.06938817579757384,0.30839494766853515,0.22049082764418196,0.073925415484118,0.04495839926038331,0.7359537943778192
128,0.07496592338862434,0.17303193684375345,0.23789981458464823,0.12978850351373447,0.09717967418146306,0.7856683395942653
129,-0.006795991382622333,0.23478116864904522,0.21412155517576262,0.05613657343857147,0.2113702401038854,0.7061920565911077
130,-0.01984587305671156,0.26676145071497626,0.30658999340887483,0.004200275746211568,0.14462365495435664,0.660512901512105
131,0.02132826673759464,0.2878633327807284,0.27283553311327097,0.07870256583879036,0.09005988877234512,0.6519473769222769
132,-0.02342681590070671,0.3470543953622687,0.22115781872170917,0.09267006789479447,0.055328788397235006,0.6539392876749558
133,0.025537807103004736,0.25978139119123417,0.2582666434141595,0.06728780403715233,0.09602300172135962,0.7219081343787133
134,-0.08501997035706454,0.28923386531042145,0.20836406932407403,0.09774854630750238,0.0631424905969476,0.7398992042999692
135,0.0019147030641098856,0.4244282078176745,0.27974806136335184,0.07315837056668441,-0.03370955507160255,0.5547464034628888
136,-0.04011486216663879,0.705278787598181,0.13096944663287666,0.015757027001291776,0.03182512696131057,0.2584355915799454
137,0.0009127588964148946,0.23856890288858984,0.3423881001110981,0.13609002107150878,0.09925484729702509,0.5216603481839357
138,0.07532860555556535,0.20708367053147958,0.2459785551255299,0.11098027131387934,0.07943931677138955,0.7740513274061146
139,-0.09854090983449165,0.3302942202786595,0.20496105573770468,0.06585108156783154,0.04197695001678802,0.7342321678505748
140,-0.04182425481383881,0.2834277223866903,0.13998888464499623,0.10499172941853675,0.014310214932278655,0.8307559191281682
141,-0.0008502982493559235,0.3508028425179363,0.194019956794214,0.14910552809195246,0.03224039760800763,0.6416477378467774
142,0.044741895492602775,0.25313441679530624,0.3423726444925758,0.07399906803633687,0.14732012929015992,0.5450380715683917
143,0.0010636691749726793,0.599262178138725,0.14333842476435515,0.02815795397838572,0.181617054631503,0.1544186104118298
144,-0.03649134944172342,0.21046964422493922,0.3336174222999548,0.13202514725127446,0.09030318119982618,0.6185633259748764
145,0.0329656267526699,0.6997733139186599,0.11519900151697568,-0.059930266113816404,0.12273515042985511,0.29011229103687336
146,0.04985909067563629,0.18355835268992607,0.4053662430928038,0.0468522463164411,0.084404699864426,0.6602898098101304
147,0.06293372879968755,0.4710788424213061,0.16551529485192462,0.07922857497572823,0.03537841389162918,0.5565134480308447
148,-0.04515801400079165,0.33856561574786426,0.23164902720430178,0.07124487332625107,0.042189007080401575,0.6876559213250247
149,-0.08463410264163096,0.40003414043469476,0.07282458274677445,0.03257953805984024,0.11861867069771208,0.7512447136976987
150,0.09815970797656387,0.26612979216104,0.22988484088383576,0.0979866732375846,0.033375573339328425,0.7590749564549251
151,0.08169877824409501,0.2718378849484802,0.29952915116089546,0.09765184626595809,-0.023604734207136623,0.720842233148722
152,0.06569627938926166,0.4097570869156634,0.18690732202483334,0.04479240831137077,0.08791273910808572,0.6174963054237326
153,-0.019642145334689245,0.2930343625512602,0.2652337003528517,0.09515907507466076,0.03179392524467276,0.6946938315353034
154,-0.17208743695120446,0.2448474092220972,0.43353369424441485,0.005990605396700535,0.040426535546625245,0.6107030654600567
155,-0.15455626103080747,0.39668636232076787,0.21726268716204625,0.04100540847184576,0.10416497947933921,0.5900684225422276
156,-0.008816451481809042,0.3767158027870113,0.5694304159848751,-0.0031552111229591596,0.0003828175488444724,0.17847679552934298
157,0.08741013740374104,0.5322844849990206,0.14190974490110128,-0.02907223940246522,0.04743749120063027,0.5996277516347691
158,0.01399512255518632,0.2624529100836464,0.18408326403508482,0.13659600618790496,0.10531472411021021,0.7196777556784024
159,0.002307928942552293,0.3557750658183926,0.23928245514050187,0.09911290016707335,0.10249155410867891,0.5349380050590743
160,0.14376556344230546,0.30522784679943066,0.3645068452659125,0.0918562984480816,-0.005180508826200125,0.5798410528488736
161,-0.0055871026821220126,0.34428786234849584,0.1900019612732493,0.1230448541706623,0.043773345408660874,0.6708960555318608
162,-0.03302193717678027,0.6453664451183595,0.17335097130154517,0.1076923495530253,0.02421497690781212,0.13563884225408673
163,-0.007300791441953181,0.641542831678379,0.1380911757885218,0.10973753547538104,0.009882823594947928,0.25360684944063566
164,0.030826000328700337,0.6292316905001808,0.150480674189734,-0.007740092293649123,0.07212491176221462,0.3615245412572862
165,-0.06465736356561241,0.2689862595158776,0.22994993597659058,0.07129777106428623,0.08104069284612307,0.7511091623731668
166,0.10039472550060885,0.5340363235034193,0.12189745710311695,-0.011724789401409108,0.02415881093345034,0.6189377647321034
167,0.06600214529755355,0.36111780542830924,0.5366872592974806,-0.15777573798353098,0.19178058839554502,0.21498576861273594
168,-0.18942071406738728,0.3833471892747947,0.23103095376920735,0.12801627822076384,-0.0040207562247554325,0.5970066970306945
169,-0.009299955690969109,0.43437255811607905,0.1991911422492421,0.06728611924633278,0.050291928132191736,0.5779207258004017
170,0.04523275438602607,0.4627380854458594,0.039852639453277404,0.16223380433650417,0.13248610430750105,0.5410024964339215
171,-0.1557462417569832,0.4754993368053238,0.12539740312320255,0.013325922515849915,0.09033871607661542,0.6259334171436458
172,-0.042918572515006824,0.32607240439981305,0.24929168601773724,-0.02798858248991669,0.17114144073752918,0.6655332759899308
173,-0.06235948844209793,0.3625094470994082,0.14649077310731526,0.12142957891429661,0.09903629502825383,0.6517789690869558
174,-0.01118323990901347,0.3815350309630813,0.30494214986710516,0.05020676788662303,0.005221989853602822,0.579253208128397
175,0.037667186121993546,0.16068910896771,0.32812465769996285,0.06688858698180453,0.10554822379646601,0.7499742083233333
176,0.015518247949494954,0.19385714502407064,0.3055411902407594,0.06512367682406098,0.059633095076355315,0.7753154202001866
177,0.04322779642099587,0.2965761125747122,0.23379657255849096,0.12122958013831843,0.07843718323160673,0.6576776451983084
178,0.1460407102225156,0.27227545002481385,0.3915391122253785,0.05981554501812411,0.01221726469549731,0.6215912366405547
179,0.05688426999997702,0.37995129779671566,0.2963959453463152,0.018259163674384692,-0.0028671018886173107,0.6335672737996301
180,-0.08943185115660714,0.362671139573559,0.2256346639672014,0.09542498946380973,-0.026919877065345526,0.6877976307495669
181,0.09281041570823417,0.2819857172810115,0.2755527105912186,0.01458417238712175,0.020542780188494442,0.766316350390893
182,0.06449919911196728,0.2840380181752634,0.2646267580799028,0.07553919825894626,0.13644281543515158,0.6242419826495149
183,0.021522561461404587,0.43258447340860817,0.1821606160318699,0.11081144771600075,-0.04591372502943169,0.6390580132265455
184,-0.11418626482672081,0.35166349186683515,0.3233269026714805,0.08279429475779071,0.05162704061379417,0.497461407151711
185,0.05349204369930216,0.25649436403872594,0.28047720790173625,0.029337001492926774,0.14231520548086674,0.6918840051310206
186,-0.1399685633290646,0.44596795901678227,0.13680538118938562,0.0948802307165279,0.07205273977014301,0.5855900698135572
187,0.0031903252169674344,0.3966876708972154,0.25636765293604075,0.09476538817568485,0.12929672179667914,0.3881515766261768
188,0.12031440203116073,0.4269110680602723,0.15798011002163553,0.019672112247098406,0.07742152148111932,0.6663413604935995
189,-0.016546727743822768,0.29991801749823255,0.2226892268412124,0.06304884380828393,0.10454862971946621,0.7065561311775395
190,-0.057423559550388435,0.4238185089191069,0.1249914994331955,0.07487745268097186,0.12972084050492996,0.6048594633051175
191,-0.06496877443005213,0.5019515637787136,0.12376137952415232,0.06848977105716894,0.09067914729436317,0.526201060818723
192,-0.01750610822547701,0.33587801340447176,0.31837514271415696,0.04623479781583832,0.048889383910760996,0.5938668266123109
193,0.05373378376750526,0.5438713126433808,0.17895315164486275,-0.0026086980767258813,0.024095424419808623,0.5296716908399144
194,0.011710497082419282,0.2781987650059042,0.22008650453365708,0.1481461856672813,0.08027188385718059,0.667711007373484
195,-0.06198125491042567,0.6618876225085256,0.06998161433875469,-0.018721263454117454,0.08525995353437435,0.43275827001198786
196,0.07559695433294208,0.2418622971740843,0.3419647282618142,0.03565120897493363,0.11221022271668393,0.6524545693354079
197,0.04212498581721331,0.2913889827611354,0.24492578300617712,0.11827276744097677,0.11967964348485721,0.6014206528541257
198,0.04021449536720667,0.243714537184046,0.325848426639834,0.03158708219364361,0.03136410620193571,0.743356940083045
199,0.11051969016174679,0.40602316677327216,0.26761346629847615,0.06209214124232255,0.04732579963401764,0.5344167486557714
200,0.0688541062642347,0.18584547785631858,0.2952859859937366,0.061038510893538685,0.06511402172964571,0.7847047900482317
201,-0.05455961976087529,0.40486739795299725,0.13790525706434248,0.05312353156237779,0.07978614393295877,0.6887535619919032
202,-0.15819785455725124,0.4575024958339996,0.20169899855687423,-0.025357941614871992,0.0799612586876513,0.6198487281383946
203,-0.12258494855381716,0.48291237531907877,0.09190410734259298,0.11138162628901788,0.007090007791024359,0.6326166951986972
204,-0.05807034455271472,0.2587035637667581,0.22166062044627433,0.11647325078228847,0.10743352199219552,0.7008271165415701
205,0.10153897895455453,0.477528899257558,0.14013477972735994,0.057583745672789885,0.11419272565411309,0.5374531980311943
206,0.06856195959458974,0.31346814168468873,0.2172877180404748,0.10900748675398238,0.060075104581399384,0.688815217975359
207,0.03144969687004049,0.33075660337788887,0.3233466876681636,0.05766216417526397,0.08297156586584122,0.5317538310469183
208,-0.042270223350257194,0.31232863877047395,0.4189327091716621,0.07129843702056107,-0.009460668846754934,0.508486021364755
209,-0.17284819618924993,0.5178326937485983,0.14090506882901105,0.028118280913227413,-0.0033561266430203983,0.6061025668163922
210,-0.010800381554175906,0.24912638797897027,0.2207633225522408,0.18080679031242308,0.029398076313942763,0.7223207870096832
211,-0.016862482806194155,0.4044447211124151,0.265538486891854,0.06152770929936599,-0.006727547354088884,0.5929341090860109
212,-0.0007425212248588335,0.3626456096078034,0.28055187387679675,0.07887185468144227,0.03228082372391332,0.580302345182707
213,-0.023294558722819225,0.3383585741500588,0.26971283808746016,0.07187138852235561,0.05197488590948435,0.6270481971918933
214,-0.00040681944944406367,0.37356417696365146,0.1896270678039453,-0.05306231969571022,0.022533816452359696,0.778177464805727
215,0.10251193685284643,0.3522661809646249,0.3194788454201411,0.06641141737023935,-0.03170028524763117,0.6214266993386824
216,-0.01497362889137661,0.4438422670285727,0.06467370705559665,0.07613228273542558,0.0933527772515654,0.6854879514389677
217,0.0649600239209899,0.4687628365248803,0.10665900396333927,0.10310220101345412,0.09805270603681542,0.5550279770848389
218,-0.04785336023942341,0.14633837416940557,0.5952930494339688,0.03376859493898963,0.07483158653621484,0.4218445295346759
219,0.1012831047098299,0.4071805967226224,0.2556230220177764,0.07979051423667734,0.0962621346643876,0.45567677993827377
220,0.12603704594642207,0.3243343610184465,0.3498137949777245,-0.03307616693661931,-0.005019622342914653,0.6887859291891312
221,0.04413055943721694,0.4112358922777933,0.17259831255641847,0.22463488819366823,0.13364074773095194,0.21429759703688833
222,0.07433210319582731,0.29466432183013613,0.22665610757029206,0.11117374072134799,-0.04350001016934307,0.7648014817830319
223,-0.006740369848597818,0.2970023141425924,0.22909698835205222,0.06880218303099321,0.10160033591149258,0.6998378297626542
224,0.01383495168525192,0.5291390787375932,0.14366313161973385,0.06858883764852056,0.050948246357491137,0.48937145750707517
225,0.05557524499955657,0.5458174351443548,0.14000967030975475,0.03843099001466129,0.09034196755387412,0.4511741561229529
226,0.0737330909277638,0.3161619558739784,0.2298198733769549,0.14642420328773606,0.03454531772933194,0.665404707283561
227,-0.12244772704733776,0.4896567579095864,0.27255648819483264,0.02375881534978568,0.046345559740994004,0.41791201497509756
228,-0.036602505685525435,0.3103547841750847,0.26656646548677176,0.06829281793455218,0.09261739864538623,0.6325944688341881
229,-0.037113830389375956,0.2821281175157656,0.28738745108746244,0.06124306521246801,0.08566944706196554,0.6637298609844468
230,0.06860082449322172,0.36504755610421474,0.15577459381860143,0.10662289001543006,0.06830636344341863,0.6853639264704254
231,0.06267113495243228,0.44268163328250415,0.2559607861234567,0.008281272502634284,0.1221649064698674,0.45543321366082146
232,-0.01994645322884832,0.6317582326814841,0.10857280300486613,0.0322261109918671,0.043698050871641046,0.4135594300032087
233,0.0716336970670996,0.5066504822977268,0.13554186164992466,-0.003929095943261684,0.137309952854288,0.5316758077361339
234,-0.09494450955255776,0.5165975676131533,0.07750798771705589,0.016782693526754714,0.0922733796061625,0.6216759988808637
235,0.07584000266556958,0.3922858872661791,0.1488644512531071,0.10702659462414121,0.07471420378636481,0.6312872579273819
236,-0.0991956157795039,0.4628922386369223,0.22527005480218285,0.002056180986913207,0.1004469708187194,0.514436933036966
237,-0.008748503790524045,0.32626332783125434,0.26311317735186707,0.20132587136033359,-0.023216043679218486,0.5701026092552601
238,-0.014677709799678957,0.327281646165832,0.21641101803254575,0.0821128103972232,0.11840774845579996,0.6384351292232908
239,-0.038192671549333784,0.04144392268973414,0.3904076126291674,0.11791085398666473,0.10574789024317384,0.7489055088907581
240,-0.039748649308796374,0.343281203666729,0.3154778666169543,-0.01413302443794646,0.1613966479921117,0.5238327938824011
241,-0.08518895543792479,0.5748137605305221,0.062288758969496656,0.005656326451904317,-0.01390117793805418,0.6232437096717419
242,0.0881503766082589,0.578626109239713,0.17131958234210948,-0.034696955176315304,0.11174403973048715,0.42194512948935053
243,-0.08121827379999189,0.37863112227992524,0.18006453364846098,0.01782541330460867,0.13732032426570057,0.659289193401144
244,0.029128143904599578,0.3089125335203142,0.2817060644712188,0.06629398208227875,0.016008619604920542,0.6818840270392622
245,-0.1073103108134981,0.3176740478782719,0.207066158760865,0.0831329765751816,0.05946707614157444,0.7213959642551471
